prompt,prompt_len,target
A clever magician with the right equipment can fool the audience easily.,14,1
He figured out it.,6,0
Kim depends on Sandy.,6,1
It was John Bill that were waiting at the restaurant.,12,0
"The more people you say that right after the show opens will buy tickets, the happier I'll be.",23,1
I found delicious some fruit which I picked up on my way home.,15,1
Innocent victims murder easily.,7,0
I wonder you ate how much.,8,0
He is filled with sincerity.,7,1
"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?",24,0
Dean drank more booze than Frank ate Wheaties and Sammy drank.,14,0
It would be possible for the president not to approve the bill.,14,1
Paul exhaled at Mary.,7,0
That's a most kind answer that I ever heard.,13,0
The hiker will reach the top of the mountain within an hour.,14,1
These qualities recommended him to Oliver.,8,1
Amanda carried packages to New York.,8,1
Sonatas are difficult to play on this violin.,11,1
Here's the whisky which I went to the store and Mike bought.,16,1
I am having eaten seaweed.,7,0
"The dumplings which Sasha is gobbling down faster than I can reheat them are extremely tasty, if I do say so.",26,1
"They cooked, thickened the soup.",8,1
It is possible that Sam didn't pick those packages which are to be mailed tomorrow up.,20,0
Martha carves.,5,1
"I acknowledged that my father, he was tight as an owl.",14,0
That the march should go ahead and that it should be cancelled have been argued by different people at different times.,23,1
I regard Andrew as the best writer.,9,1
What can the child read?,7,1
I am angrier than sad.,8,0
A bear inhabits the cave.,8,1
You are the only person that I can rely on.,12,0
Someone stole my car.,6,1
There is strangers in that garden.,8,0
In the early morning is when I do my best research.,13,1
Hard work resulted in high grades.,8,1
The boy whose uncle and Tom's aunt's grandmother were kissing was furious.,18,0
I prefer for the girl to wins.,9,0
The present king of country music is more popular than the last one.,15,1
Cat ate the spider.,6,0
That Tom missed the lecture was enjoyable.,9,0
"She made light, not too surprisingly, of the difficulties we might have at the border.",19,0
There is a bench for you to sit on.,11,1
"I know which book Max read, and which book Oscar hasn't done so.",18,0
Monica covered a blanket over the baby.,9,0
Have you seen Mary? I have vP seen Mary,12,1
The sign warned against skating on the pond.,10,1
"Sarah promised her old car to Catherine, but then gave it to her son instead.",18,1
He always might eats deep fried muffins.,9,0
We elected the man who he had brought with him president.,13,0
Jeff not must have eaten the deep fried muffin.,11,0
Paintings admire easily.,6,0
The baby chewed the biscuit.,7,1
Only the best students would he give this book.,11,0
Not reading Shakespeare satisfied me,6,1
"Medea, Jason poisoned.",7,1
John talked to every woman.,7,1
What Mary offered to him is unclear.,9,1
Nora pushed on the chair.,7,1
You and I are as alike as a horse and a cow.,14,1
The beans were grown by the gardener.,9,1
There is believed to be a dragon in the wood.,12,1
"John is more embarrassed, the more pictures of him appear in the news.",16,1
A proof was given that the claim that John had lied had been made.,16,1
I said that that Jason was jealous annoyed Medea,10,0
I have a feeling the company will squander the money.,12,1
The constantly reading Shakespeare satisfied me,7,0
"The longer he has to wait, the angrier John gets.",14,1
These stories about himself describe John better than any official biography.,13,0
Any of the citizens hardly ever say anything.,10,0
John and the man went to the store.,10,1
Last year I saw this film several times.,10,1
"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?",21,0
They promised it to rain.,7,0
Bill squeezed the puppet through the hole.,9,1
I can well imagine quickly Mary answering the question.,11,0
I want she to dance.,7,0
Who did you like and John?,8,0
Can he will do it?,7,0
What did you buy at the supermarket?,9,1
There are fewer trucks on the motorway this winter.,11,1
I think he will eat asparagus.,8,1
Different teams beat the Red Sox and were beaten by the Giants.,14,1
Fruit dropped from the tree from the clouds.,10,0
Don't be silly!,7,1
"You eat the more, the more you want.",11,0
John did not rain.,6,0
"The money which I will have a chance to squander amounts to $400,000.",22,1
Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.,19,0
"Because did Marianne love Willoughby, she refused to.",11,0
The contract is subject for approval by my committee.,11,0
The package drove to New York.,8,0
Kim must bakes a cake.,8,0
Who do you think it is that Mary met?,11,1
Paul had an affair,5,1
She did with her father away.,8,0
The scratches removed from the tabletop.,8,0
John may rain.,5,0
He figured out Ann.,6,0
I pushed at the table.,7,1
He continued writing poems.,6,1
It is the best students he gives this book.,11,0
This matter was on which I consulted with the chairman of the Select Committee.,16,0
The box contained the ball.,7,1
The rail holds easily.,6,0
"Poseidon had run away, because the executioner murdered Hera.",14,1
The fact that scientists have now established all the genes in the human body is still not widely known.,21,1
"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",28,0
I have gone and buys some whiskey.,9,0
The destruction of the city bothered the Mongols.,10,1
What John wants to look at now is your notes.,12,1
John believes that Fred likes steak that Joe likes pizza.,12,0
"Sally will stand near Mag, but he won't Holly.",14,0
A job offered to her.,7,0
Medea tended to appear to be evil.,10,1
Gilgamesh should be slowly tickling the mandrake,11,1
"Reagan, whom the Republicans nominated in 1980, lived most of his life in California.",23,1
The manager presented the foreman a gold watch.,10,0
I ate a basket of apples.,8,1
I like Anson,4,1
Harry has claimed but I do not believe that Melvin is a Communist.,15,1
A book was handed.,6,0
Carol carved the tree's branch.,9,1
"The louder who talks, the angrier you get?",12,0
Jim will go if he feels good.,9,1
Frank Churchill crosses the street.,7,1
Willy is taller than that Bill is is generally believed.,12,0
"I'm not shocked by the idea that the more you eat, the less you want.",20,1
John immediately learned French perfectly.,7,1
Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.,19,0
That Plato loved Aster seemed to be known by everyone.,12,1
I made Kim angry.,6,1
That he is a fool is suspected by no one.,12,1
The professor talked us.,6,0
Which picture that John took at the party did he decide to display in his house?,18,1
We just finished the final exam the result of which we can find out next week.,18,1
There tried to be riots in Seoul.,9,0
Will not John go to school?,8,0
John spoke to Mary French.,7,0
The child wail,4,0
The cook saved no scraps for the dog.,10,1
He threw the letter into the wastebasket.,10,1
Which book and which pencil did John buy?,10,1
I asked if Medea poisoned Jason.,8,1
Maisie drove her car on Wednesday from Morningside to Leith.,14,1
A friend of mine and a girl who was from his home town met in Vienna who was working in Europe.,23,0
When in came Aunt Norris Fanny stopped talking.,10,0
The jury seemed ready to leave.,8,1
John made Mary cooking Korean food.,8,0
Sally kissed herself.,5,1
Terry touched Bill's shoulder.,8,1
The coat which a girl came in who had worn was torn.,14,0
"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",22,0
Rory ate muffins.,5,1
I expect soon to see the results.,9,1
Who does Phineas know a girl behind?,10,0
I promised that around midnight he would be there.,11,1
There is a hole in the rug which Toby bought in Boston.,14,1
They praise the dedication in the volunteers.,9,0
"Yes, she.",5,0
Ron captured quickly a phoenix,6,0
Who do you think borrowed my book?,9,1
Carla mopped under the furniture.,8,1
"Handsome though I believe that Dick is, I'm still going to marry Herman.",18,1
It's the second Monday that we get back from Easter holiday.,15,1
They have no information.,6,1
They made him to exhaustion.,7,0
The scratches removed from the tabletop.,8,0
Jake threw the ball all the way to Bill.,11,1
Brown equipped a camera near Jones.,8,0
Her sister hurried.,5,1
Who do you think that Bill likes?,9,1
"Gilgamesh wanted to seduce Ishtar, and seduce Ishtar he did .",16,1
John studied carefully Russian.,6,0
Having read of Shakespeare satisfied me,7,0
"Who had Poseidon run away, before the executioner murdered?",13,0
Any student in Mary's class happened to vote.,12,0
John's I stole bike.,8,0
He knows he.,5,0
John is more than five feet short.,9,0
Max gave the car a shove.,8,1
John perfectly rolled the ball down the hill.,10,0
Mickey pointed that Gary had left out.,9,0
Harry says that Sally dislikes himself.,8,0
Martha said John sang the aria from La Bohème.,12,1
Seven more ones came in after ten soldiers had left.,12,0
Here's a razor for you to chop up these nuts with this cleaver and.,19,0
"I spoke to him about the war yesterday, that guy who's always following us.",19,1
It was as awful a picture as it first seemed.,12,1
Sally will give me more helpful advice than the advice I got from you.,16,1
The poison was neutralised was claimed that by everyone,11,0
What did she eat?,6,1
"No student, who wears socks, is a swinger.",13,0
The volcano erupts on Tuesday.,8,0
That Jean left is reluctant.,7,0
Ellen warned for Helen to come.,8,0
I have as many too many marbles as you.,11,1
The executive committee approved the new policy.,9,1
Rosemary tried to get a new car.,9,1
Experts all agree that dreams cause great anxiety and stress are called nightmares.,15,1
"It is important the more you to eat, the more careful to be.",16,0
She liked Moya's football.,8,0
He walked the walk.,6,1
I expect John to win and Harry to lose.,11,1
"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?",24,0
Stephen is believed to be easy to annoy Ben.,11,0
the person stood on my foot is heavy.,10,0
John is not more reliable a fellow than Bill.,11,0
They are readable of the paper.,8,0
Faustina sprayed the lilies.,7,1
John placed the flute the violin on the table.,11,0
Mary wrote a letter to himself last year.,10,0
Carmen obtained Mary a spare part.,8,0
Max failed the kids all as a father.,10,0
Mary's criticism him was cruel.,9,0
John wagered a stranger to have been in that haunted house.,14,0
much advice is needed.,6,1
His offer will be taken advantage of.,9,1
The president who Fred voted for has resigned.,10,1
"The fact, I put it down to that Kim came.",13,0
"To improve herself, Jane went to a health spa.",12,1
That him won the race could surprise them.,10,0
Who seemed that had poisoned Jason?,8,0
"Handsome though Dick is fair, Nordic, strong and, I'm still going to marry Herman.",21,0
Chris said that himself was sad.,8,0
The tree broke off some branches.,8,0
All fugitives are in jail now.,9,1
Few writers and any playwrights meet in Vienna.,11,0
Which poem did you hear those recitals of last night?,13,0
"The knife, that he threw into the sea had a gold handle.",15,0
A large flag fluttered.,7,1
How easy to please John is it?,9,0
Water poured onto the plants.,7,1
He washed himself.,5,1
His expectations are always lower than mine.,9,1
Stephen persuaded the cat to be out of the bag.,12,0
I broke the twig and the branch.,9,0
We talked about that our perspectives had changed over the years and the issues we had worked on as students.,22,0
Gilgamesh never has flown a dragon.,9,0
My mother bore me in 1970.,12,0
Jeeves sauntered into the room.,10,1
Paula swatted the cloth into the fly.,10,0
"The more pictures Mary looked at, she got angrier and angrier.",16,0
Heidi investigated John ate the cauliflower.,8,0
The river was avoided by the rolling stone.,10,1
On the line there are drying a lot of clothes.,12,0
The plumber who the nurse polished her trombone and computed my tax was a hefty fellow.,18,0
John does not like this town.,8,1
Harry got to be more of a celebrity.,10,1
Mary gets depressed and she listens to the Grateful Dead.,12,1
The day snowed,5,0
Henry wanted to possibly marry Fanny.,8,0
Paula's right hand spanked the naughty child.,13,0
Mary has more than just Bill and Pete friends.,11,0
"That dog is so ferocious, it even tried to bite himself.",14,0
He's a fool enough to try it.,11,0
He's the happiest that I believe that he's ever been.,16,1
He put in the washing machine.,8,1
That the sun is out was obvious.,9,0
It might have cracked open,6,1
I forgot to return the book that I borrowed from the teacher.,14,1
What is to come is in this document.,10,1
It's their teaching material that we're using.,13,1
Paula hit Deirdre's back.,9,1
That barn has seven pine trees behind it.,10,1
The lasagna tasted delicious.,6,1
Could we make some French fries?,8,1
The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.,21,0
The Joneses think himself the most wealthy guy on the block.,14,0
To whom did you send the package?,9,1
Aphrodite stinks to be omnipotent.,8,0
There run many people.,6,0
You filed every paper without inspecting.,8,0
It disturbs the Chinese government that the Dalai Lama claims Tibet independence.,15,1
He began writing poems.,6,1
Everything was paid twice for.,7,0
I was born in 1970.,11,1
Duty made them never miss the weekly meetings.,10,1
Martha carved the piece of wood from a branch into a toy.,14,0
"We gave any senator enough opportunity and, sure enough, he succumbed to corruption.",17,0
I saw him ever.,6,0
She doesn't believe much story.,9,0
Jean is likely.,5,0
A striped fish swam in the aquarium.,9,1
The child was never running to the car.,10,1
The ball tossed.,5,0
He kept some girls who had been injured in the wreck company.,14,0
Tamara poured water into the bowl.,8,1
Teresa bottle fed soy milk.,7,0
Do not use these words in the beginning of a sentence.,13,1
"The sooner you call, the more carefully I know a man that will word the letter.",19,0
"John seems fond of ice cream, and Bill seems, too.",14,0
I took a snooze.,7,1
Who remembers where we bought what?,8,1
I think you need to show yourself more than you do anyone else.,15,1
They wanted to leave tomorrow or on Tuesday.,10,1
Carrie touched at the cat.,7,0
Aphrodite wanted Hera to persuade Athena to leave.,11,1
Who do you guess will be here?,9,1
John believes the rice to have been cooked by Bill.,12,1
This girl will buy bread and so will that one buy bread.,14,1
Mary prefers whether Bill will come.,8,0
Gilgamesh might loved Ishtar,7,0
The hardest that it ever snowed was last January 12th.,16,1
Tabs try to be kept on Bob by the FBI.,12,0
The shooting of the hunters was very loud.,10,1
The problem intrigued us bothered me.,8,0
John asked whether she left.,7,1
"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",28,0
"Fluffy is sick, which I believe that few people realize.",13,1
Mary swam five more laps than Joan swam.,10,1
I introduced her to he.,7,0
"Every cat doesn't like mice, but Felix doesn't.",15,0
What was that the Vikings ate a real surprise to you?,13,0
There lived a man with his grandson.,9,1
I expect more than to double my profits.,10,0
Door frames hit easily.,6,0
"It started to rain after Jackie and me, we had finally gotten to our seats.",18,0
"Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",22,0
A ball kicked the man.,7,1
The equipment we bought last year was more expensive than the one we bought this year.,18,0
That whether the world is round is unknown bothered Athena.,12,0
"They can't do it, can they?",11,1
No candidate can predict how many people will vote for him.,13,1
Julie filed letters to herself.,7,1
Paintings admire easily.,6,0
Jason whispered the phoenix had escaped,7,0
The rod bent.,5,1
Aphrodite quickly may free the animals,8,0
The lions ate at the meat raw.,9,0
Our love them.,5,1
The wall banged with the grocery cart.,9,0
There was known to everyone.,7,0
I don't know that to agree with him or not.,14,0
He muttered that the visitors will leave.,9,1
"Then, John left.",6,1
"Because she's so pleasant, Mary I really like her.",14,0
Norman Lemming jumped off the cliff and William Lemming did so too.,16,1
I did it more in jest than in anger.,11,1
Andy promised us to go.,7,0
Tony has a Fiat and yearns for a tall nurse.,13,1
Their teaching material is what we are using.,10,1
The boy Bill and who I watched was vain.,11,0
Paula hit the stick on the fence.,9,1
Mary wonders that John said if Bill left.,10,0
Hamsters mother attractive offspring.,7,1
We persuaded them to examine themselves.,8,1
Tessa sprained Mary 's ankle.,10,0
Dean drank more booze than Frank ate Wheaties and Sammy drank.,14,0
I brought a razor to shave himself with.,10,0
Sodium is a little too peppy for me to want to try mixing and water in a teacup.,22,0
Susan whispered.,4,1
I saw the brilliant one with long hair.,10,1
Julie maintained her own questions over the course of the argument.,13,0
Chris said that himself was sad.,8,0
Shannon kissed quietly the kitten.,7,0
Who seemed had poisoned Jason?,7,0
Your books were gone most thoroughly over.,9,0
Pictures of whom appeared in the newspaper?,9,0
They gave the bicycle to me.,8,1
Packages drive easily.,5,0
Buffy couldn't do 100 push ups and anybody laughed.,16,0
It is reluctant that Jean left.,8,0
"My uncle didn't buy anything for Christmas, but my aunt did it for him and it was bright red.",24,0
Over the fort fluttered a large flag.,10,1
John loves pictures of himself.,7,1
John wanted to leave the room happy and leave the room he did happy.,16,0
How is someone to chat to a girl if she does not go out?,16,1
I like the book that you gave me.,10,1
Robin is nothing in the box.,8,0
The bears sniffs,5,0
Cornelia lodged with the Smiths.,8,1
it is the tall man coming from England that Mary saw the tall man coming from England.,19,0
Monkeys are eager leaving the compound.,9,0
"David is a great artist, and when he does, his eyes squint at you.",19,0
The day snowed,5,0
"Yes, she used.",6,0
What does Calvin like.,6,1
What it is certain that he was wearing is this hat.,13,1
Could you turn off the fire and on the light?,12,0
for John to hurt himself is stupid.,9,1
Who thought up the proposal that the committee be abolished?,12,1
The guests drank the teapot dry.,8,1
Packages drive easily.,5,0
"I noticed his car in the driveway last night, your friend from Boston.",16,1
A ship appeared.,5,1
The bear sniff,4,0
Which books did Robin talk to Chris and read?,11,0
John can go to the market to India.,10,0
What Julie did of Lloyd was become fond.,10,0
She coughed herself awake as the leaf landed on her nose.,13,1
I might ate deep fried muffins.,8,0
The cat is believed to be out of the bag.,12,1
She always wore purple dresses.,7,1
They read the sing book.,7,0
To please John would be difficult.,8,1
The screw which I've got to try and find holds the door to the frame.,19,1
She kicked her,4,1
The boys all should could go,7,1
Ron yawned himself awake.,7,1
I have gone and buys some whiskey.,9,0
Ellen and Helen conferred together.,7,0
The men all would not have been working.,10,1
Martha carved the piece of wood from a branch into a toy.,14,0
There is a riot in the park.,9,1
No John Smiths attended the meeting.,8,1
The fence hits easily.,6,0
Big bowls of beans are what I like.,10,1
We contributed her our paycheck.,7,0
Dave left.,4,1
Where did you put the book?,8,1
Bill left when that no one else was awake is certain.,13,0
"What dl,d John fall asleep and Bill wear?",12,0
Kim put the book.,6,0
Our love their.,5,1
John placed behind the counter.,7,0
Evidence will be presented that he was drunk.,10,1
He's too reliable a man.,9,1
"After John comes home, will Sally take a shower?",12,1
This ice cream just melts itself.,8,0
"John sells books, Mary buys records and Bill V newspapers.",13,1
John talked to every woman.,7,1
Italy touches France.,5,1
Joe is taller than Mary.,7,1
They are intense of Bill.,7,0
That he is clever is eager to be obvious.,11,0
Nathan caused Benjamin to see himself in the mirror.,11,1
Carla hit Bill on the back.,8,1
To please John would be difficult.,8,1
"The more he reads, the more people I wonder what he will give to.",17,0
We persuaded the dentist to examine ourselves.,9,0
The man I think chased Fido returned.,10,1
A good friend is remained to me.,9,0
The jeweller inscribed the name on the ring.,11,1
A tangerine isn't as much different from an orange as I'd thought.,19,0
The owl hated the evil bat and the wise eagle,11,1
Mary has more than two friends.,8,1
The socks are ready for you to announce that you will put on.,15,0
"Although I don't know which book Sam did, I do know which book Sally read.",20,0
What does John wonder Mary bought?,8,0
Squirrels pelt easily with acorns.,8,0
Lee went to the store and crazy.,9,0
Melissa searched a clue in the papers.,9,0
Who do you think Mary said John likes?,10,1
The his jobs are in jeopardy.,8,0
"Mary claimed that eating cabbage, Holly started.",10,0
The old dog died all the way.,9,0
Sue put.,4,0
John had an error in the proof Sarah presented.,11,0
"Because never had Sir Thomas been so offended, even Mr Yates left.",15,0
The torpedo sank the boat.,7,1
Jean is reluctant to leave.,7,1
The executive committee approved the new policy.,9,1
Mary reported John to have loved her.,9,1
John is in the room.,7,1
I wanted any cake.,6,0
Brian wiped the counter.,6,1
Gilgamesh has not read the cuneiform tablets.,11,1
John would like that because he's such a nice guy.,14,1
Sam may have been being interrogating by the FBI.,12,0
My bother's friend learned dancing.,9,1
The door hit.,5,0
The garden is swarming with bees.,8,1
Bill left when everyone will believe that the police have forced me to confess that I shot Sandra.,20,1
Calvin had eaten.,5,1
Gwen exchanged the dress to Mary.,8,0
We believed there to try to leave the country.,11,0
This building got taller and wider than that one.,11,1
The boy whose uncle and Tom's aunt's grandmother were kissing was furious.,18,0
You and I are as alike as a horse and a cow.,14,1
"John might pass the exam, and as might Bill.",12,1
"Mary sang a song, but Lee could not.",11,1
"They can't stand each other, they.",11,0
Jean is likely.,5,0
It is eager to please John.,8,0
Here's a razor for you to chop up these nuts with this cleaver and.,19,0
The problem is easy to solve the question.,10,0
Chris was handed a note.,7,1
I went to the movies to not pick the shirts up.,13,0
John has chosen for the position.,8,0
Smith was scribbling.,6,1
Who did you arrange for to come?,9,0
David constructed the house.,6,1
He figured out Ann.,6,0
They are readable of the paper.,8,0
How tall did Sheila marry a man?,9,0
This hat I believe that he was wearing.,10,1
They believed that everybody would pass the test.,10,1
A man kicked the ball.,7,1
Proud of him I've never been.,10,1
Those are the folks that you just solve this problem and you'll be able to put them on ice.,23,0
How brave they must believe that you are!,10,1
The shock flinched Sharon.,7,0
I gave money.,5,1
I enjoy him taking a bath.,8,0
I said this.,5,1
"Mary is happy with her work, and John is with his children.",15,1
The fish scrubbed.,5,0
Alan told me who wanted to seem to be invincible.,12,1
The children wails,5,0
Did that John showed up please you?,9,0
Gwen exchanged the dress for Mary.,8,1
Fruit hit the roof against the ground.,9,0
Two miles are as far as they can walk.,11,0
I know two men behind myself.,8,0
Susan ate yesterday at the restaurant.,8,1
Where did you throw the ball? To third base.,12,1
John makes efforts for himself to be honest.,10,1
I bought the parrot in the store.,9,1
The time elapsed the day.,7,0
We wonder if Bill left.,7,1
We rummaged important documents in the drawer.,11,0
Linda winked in agreement.,6,1
Rarely is any lion majestic.,8,1
Mary should buy some flowers on Sunday.,9,1
Have you ever visited Doubtful Sound?,9,1
Celia braided her hair.,7,1
We elected president the boy's guardian's employer.,13,1
"Kim likes Lee, and to Ronnie.",9,0
That I believed that the sun is out is obvious.,12,1
What the stone did to the wall was hit it.,12,0
John convinced it to be raining.,8,0
Terry touched at the cat.,7,0
He walked the hill up.,7,0
Old pictures of themselves convinced the children to pretend to be adults.,14,0
Jane isn't sure whether the students keep the books.,13,1
John scratched his arm and the boy who knew Mary scratched her arm.,15,1
"When into the room came Aunt Norris, Fanny stopped talking.",13,0
We love their.,5,0
Here's a knife which for you to cut up the onions with.,16,0
The terrier attacked the burglar and the terrier savaged the burglar's ankles.,17,1
This building is than that one.,8,0
"Though I may love her, that won't affect the grade.",15,1
Sam may be had been interrogating by the FBI.,12,0
John leftn't the party early.,10,0
Jones would prefer for it to be clear to Barry that the city plans to sue him.,19,1
It is Kim on whom Sandy relies on.,10,0
The off center spinning flywheel shook itself loose.,10,1
Mary is more than six feet tall.,9,1
The puppy licked the kitten's face.,10,1
This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.,19,1
Anson kissed him,4,0
Plays alternate with ballets.,7,1
I expect to soon see the results.,9,1
You kicked yourself,4,1
The hall is echoing with voices.,8,1
Spray the wall with all the paint.,9,0
What Medea attempted was to poison her children.,10,1
Lucy sent a letter to Jane.,8,1
They lent a bicycle to me.,8,1
The pitchfork loaded the truck.,8,0
Mary reported his to have loved her.,9,0
"You should always lock your door, no matter how fancy the hotel.",15,1
I remembered him having kissed Mary.,8,1
There sings a man loudly.,7,0
Cynthia gobbled .,5,0
John must not do have eaten.,8,0
Tessa cut.,5,0
John has a hole in the upper right-hand corner of his quilt.,16,1
This theorem will take only five minutes to establish that he proved in 1930.,20,1
It's the second Monday that we get back from Easter holiday.,15,1
Karen asked where for him to put the chairs.,11,0
The witch vanished into the forest.,8,1
Peter is owners.,5,0
How carefully have you considered your future career?,10,1
Peter is those pigs.,6,0
There developed a problem.,6,1
She has kissed she.,6,0
I wonder if on which shelve John will put the book.,14,0
The medium contains ions.,6,1
"I can well imagine the more him eating, the fatter him getting.",16,0
How do you wonder whether John said Mary solved the problem?,13,0
The old dog died all the way.,9,0
Julie and Fraser ate those delicious pies in Julie's back garden.,15,1
She spruced herself up before the job interview.,11,1
The cat is out of the bag.,9,1
We love they.,5,0
"Hate those who criticize Carter though he may, it doesn't matter.",16,1
They represented Mary seriously as a genuine linguist.,11,1
The constant rain forced the abandonment of the next day's competitions.,15,1
"I demand that John pay more, the more he eats.",13,1
Any pilot must be flying this plane.,9,0
"Sally will stand near Mag, but he won't Holly.",14,0
The gun and a description of itself lay on the bureau.,13,0
The soup had been being eaten when it got spilled.,12,1
The door has seven holes in it and the window.,12,0
To whom do you think it is the book that Mary gave?,14,0
Cynthia gobbled .,5,0
The problem's perception is quite thorough.,10,0
This rock is too heavy for us to try to claim that we picked up.,17,0
They said him to be rich.,8,0
John wants him to leave.,7,1
Who gave what to whom?,7,1
This drug's testing on oneself is too risky.,12,0
"The tall, handsome man kicked the ball.",10,1
John may rain.,5,0
Kiss himself.,4,0
"Any student, and he wears socks, is a swinger.",14,0
Jack ate more of this than he ate of that.,12,1
I know a man who Tom drives as does.,11,0
I handed the ball.,6,0
she is the mother of John.,8,1
She made such a much better reply.,9,0
"Those people will, after the party, not come home.",13,0
"They can't stand each other, they.",11,0
Tom tends for Mary to avoid confrontations.,10,0
where place are you living.,7,0
John learned French perfectly.,6,1
Which rebel leader did you hear Cheney's rumor that the CIA assassinated?,16,0
"Tom, Dick, and Harry ate, drank, and sang.",14,1
A hefty sum of money came to him from his grandfather.,13,1
Willa arrived breathless.,6,0
Sarah sang an aria.,6,1
Lee's youngest and Dawn's oldest son ran away.,14,1
An old woman lived in the forest.,9,1
There was an error in the proof Johns presented.,11,1
Use was made of Gauss's polynomial lemma.,11,1
